id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,0.08,3.21,218,0.00,108,Dewsbury-Hall,0,6514,0.1,0,15.3,5,15,0,0,56,,437,1.0,0.0,0.2,0.2,0,2.5,0,1.82,241.0,5,434,0,413,0.05,0.08,0,2024-07-02,196,443,0.0,211,204,0.0,315,371,25826,0.9,210,25.0,True,25.0,0.05,0.0,0.0,158,0,0.0,-5,False,Unknown - 25% chance of playing,,2024-12-29T08:30:08.647462Z,0,700,0,2,,0,9.4,0,0,458,16,0,523,d,66,0.2,1.13
167,Axel Disasi,42,DEF,Chelsea,0.02,0.77,7,0.29,580,Disasi,1,61396,0.4,4,33.9,3,81,0,0,350,,341,4.2,0.07,2.8,2.8,0,15.5,0,1.56,73.0,21,273,0,142,0.09,0.09,1,2023-08-04,40,318,0.0,114,101,1.03,85,316,67243,5.0,114,,True,,0.38,0.51,36.0,102,0,0.5,-3,False,,,,1,277,0,3,,0,84.8,2,0,41,2716,0,3635,a,148,2.3,6.07
168,Enzo Fernández,51,MID,Chelsea,0.24,1.22,27,2.15,183,Enzo,2,1417521,9.8,14,511.9,-1,342,0,4,1327,4.0,25,3.6,0.15,4.7,4.7,5,111.9,0,1.28,10.0,65,36,1,51,3.50,0.39,1,2023-01-31,25,48,0.0,19,13,0.95,49,15,546682,12.7,14,,True,,5.65,0.2,218.0,11,0,0.8,1,False,,3.0,,3,78,0,18,3.0,0,386.8,3,0,70,49588,0,130298,a,112,4.2,18.81
169,Conor Gallagher,59,MID,Chelsea,0.0,0.0,317,0.00,84,Gallagher,0,1567,0.1,0,0.0,1,0,0,0,0,,704,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,412,0,696,0.00,0.0,0,,313,704,0.0,317,316,0.0,316,703,72218,0.0,317,0.0,False,0.0,0.00,0.0,0.0,145,0,0.0,-1,False,Transferred to Atletico Madrid,,2024-08-22T11:20:34.236891Z,0,703,0,0,,0,0.0,0,0,704,0,0,86,u,55,0.0,0.00
170,Alfie Gilchrist,40,DEF,Chelsea,0.0,0.0,193,0.00,649,Gilchrist,0,0,0.0,0,0.0,0,0,0,0,0,,536,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,559,0,472,0.00,0.0,0,,172,536,0.0,193,190,0.0,178,516,7177,0.0,193,0.0,False,0.0,0.00,0.0,0.0,197,0,0.0,0,False,Has joined Sheffield United on a season-long,,2024-08-09T11:15:16.064928Z,0,482,0,0,,0,0.0,0,0,543,0,0,52,u,190,0.0,0.00
171,Malo Gusto,49,DEF,Chelsea,0.08,1.33,101,1.23,272,Gusto,3,305797,2.1,13,201.9,1,136,0,1,1148,,159,1.7,0.1,3.0,3.0,0,51.0,0,1.42,73.0,27,135,0,134,1.02,0.18,0,2023-01-28,38,190,0.0,42,24,1.02,35,113,417493,5.5,74,100.0,True,100.0,2.25,0.08,103.0,54,0,0.5,-1,False,,,2024-11-13T09:30:07.704412Z,0,174,0,17,,0,203.6,1,0,308,7338,0,20272,a,30,2.5,18.14
172,Reece James,48,DEF,Chelsea,0.08,1.5,124,0.00,305,James,0,77546,0.2,3,23.2,2,32,0,0,240,,397,1.2,0.0,0.0,0.5,0,6.2,0,2.17,241.0,5,395,0,644,0.22,0.08,0,2019-05-15,233,380,0.0,133,112,1.12,236,344,82068,1.0,134,0.0,True,100.0,0.22,0.0,0.0,143,0,0.0,-2,False,,2.0,2024-11-21T14:00:08.020459Z,0,656,0,4,2.0,0,38.2,0,0,377,1490,0,679,a,35,0.0,5.78
173,Omari Kellyman,44,MID,Chelsea,0.0,0.0,242,0.00,519,Kellyman,0,3074,0.0,0,0.0,1,0,0,0,0,,587,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,584,0,541,0.00,0.0,0,2024-06-29,209,587,0.0,238,240,0.0,232,581,5652,0.0,238,0.0,True,0.0,0.00,0.0,0.0,242,0,0.0,-1,False,Hamstring injury - Unknown return date,,2024-09-08T23:00:06.668188Z,0,560,0,0,,0,0.0,0,0,594,47,0,71,i,310,0.0,0.00
174,Roméo Lavia,45,MID,Chelsea,0.05,1.71,136,0.18,431,Lavia,3,187014,0.6,7,94.3,0,81,0,1,475,,319,1.7,0.03,0.2,0.2,0,18.8,0,1.89,21.0,15,250,0,593,0.29,0.08,0,2023-08-18,243,313,0.0,158,132,1.33,205,210,241579,3.3,145,50.0,True,50.0,0.47,0.19,5.0,79,0,0.0,0,False,Hamstring injury - 50% chance of playing,,2024-12-20T16:45:59.176104Z,0,385,0,9,,0,88.2,1,0,304,322,0,4888,d,263,0.0,9.99
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0.0,0.0,76,0.00,53,Lukaku,0,8049,0.2,0,0.0,2,0,0,0,0,,705,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,360,0,699,0.00,0.0,0,,75,705,0.0,76,76,0.0,76,704,61064,0.0,76,0.0,False,0.0,0.00,0.0,0.0,59,0,0.0,-2,False,Permanent transfer to Napoli,,2024-08-30T10:21:53.872158Z,0,704,0,0,,0,0.0,0,0,705,0,0,81,u,20,0.0,0.00
176,Malang Sarr,45,DEF,Chelsea,0.0,0.0,232,0.00,372,M.Sarr,0,0,0.0,0,0.0,0,0,0,0,0,,598,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,695,0,554,0.00,0.0,0,,221,598,0.0,232,232,0.0,227,593,449,0.0,232,0.0,False,0.0,0.00,0.0,0.0,237,0,0.0,0,False,Permanent move to RC Lens,,2024-07-29T09:46:25.583703Z,0,575,0,0,,0,0.0,0,0,605,0,0,1,u,65,0.0,0.00
177,Noni Madueke,63,MID,Chelsea,0.11,1.29,11,5.18,57,Madueke,3,2369369,5.5,14,253.6,2,264,0,4,1112,3.0,19,4.6,0.42,4.3,4.3,10,123.4,0,1.53,241.0,78,73,1,66,1.35,0.53,2,2023-01-20,33,87,0.0,14,62,1.13,2,79,1999140,12.4,28,,True,,6.53,0.24,654.0,22,0,0.6,-2,False,,,,5,5,0,16,,0,325.2,3,0,27,11555,0,58887,a,34,3.8,18.87
178,Marc Guiu Paz,47,FWD,Chelsea,0.0,3.75,45,0.00,337,Marc Guiu,0,96255,0.6,0,0.3,3,2,0,0,24,,670,1.0,0.0,0.5,0.5,0,0.0,0,0.41,200.0,1,249,0,637,0.00,0.0,0,2024-07-01,60,670,0.0,64,49,0.0,64,451,127906,0.2,64,,True,,0.00,0.0,0.0,41,0,0.0,-3,False,,,,0,651,0,1,,0,0.0,0,0,439,3702,0,3755,a,62,0.0,0.11
179,Mykhailo Mudryk,62,MID,Chelsea,0.41,1.24,220,0.24,70,Mudryk,0,17958,0.2,1,31.5,3,26,0,0,145,,377,1.0,0.15,0.0,0.0,0,8.5,0,2.04,225.0,7,355,0,698,0.66,0.56,0,2023-01-15,314,399,0.0,185,182,0.62,159,320,41554,1.1,186,0.0,True,0.0,0.90,0.0,31.0,118,0,0.0,-3,False,Suspended - unknown return date,,2024-12-06T15:30:07.786308Z,0,291,0,2,,0,23.2,0,0,460,69,0,386,s,45,0.0,3.28
180,Nicolas Jackson,82,FWD,Chelsea,0.05,0.92,5,8.54,12,N.Jackson,4,5070702,24.8,17,223.8,-7,369,0,4,1364,,14,5.2,0.56,3.2,3.2,15,131.3,-1,1.25,189.0,94,11,2,123,0.72,0.61,1,2023-07-01,22,29,0.0,4,6,1.12,4,96,2753857,11.5,4,,True,,9.26,0.46,651.0,4,0,0.3,7,False,,,,9,6,0,14,,1,436.0,7,0,13,49233,0,437082,a,4,2.7,18.88
181,Christopher Nkunku,58,MID,Chelsea,0.09,2.09,118,4.24,89,Nkunku,1,281890,2.2,3,114.4,7,109,0,1,388,2.0,201,2.0,0.98,3.7,3.7,4,42.6,0,2.24,73.0,36,134,1,93,0.38,1.07,2,2023-07-01,47,267,0.0,104,118,0.7,63,186,1607192,6.2,118,,True,,4.62,0.0,186.0,42,0,0.6,-7,False,,,,2,98,0,9,,0,128.6,0,0,270,2274,0,7158,a,58,3.2,9.66
182,Cole Palmer,114,MID,Chelsea,0.28,1.19,2,10.39,3,Palmer,3,6136910,68.8,19,724.5,-9,613,0,7,1658,1.0,2,7.5,0.56,7.7,7.7,23,204.8,0,1.39,241.0,143,2,6,4,5.14,0.84,2,2023-09-01,3,3,0.0,2,1,1.03,7,1,2678252,12.5,2,100.0,True,100.0,15.53,0.22,598.0,2,0,0.6,9,True,,1.0,2024-11-12T14:30:07.656076Z,12,11,0,22,1.0,0,723.4,4,0,2,99095,0,84018,a,2,7.2,25.57
183,Đorđe Petrović,44,GKP,Chelsea,0.0,0.0,72,0.00,509,Petrović,0,2753,0.2,0,0.0,1,0,0,0,0,,581,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,383,0,533,0.00,0.0,0,,70,581,0.0,72,64,0.0,56,575,63426,0.0,72,0.0,False,0.0,0.00,0.0,0.0,55,0,0.0,-1,False,Loaned to Strasbourg,,2024-08-31T06:26:07.653045Z,0,554,0,0,,0,0.0,0,0,588,0,0,205,u,23,0.0,0.00
184,Renato Palma Veiga,45,MID,Chelsea,0.08,1.02,198,0.16,454,Renato Veiga,2,40325,0.2,1,9.2,0,22,0,0,176,,403,1.0,0.08,0.8,0.8,0,5.9,0,1.62,173.0,7,396,0,357,0.15,0.16,0,2024-07-12,172,392,0.0,195,211,0.51,177,401,39554,1.6,181,,True,,0.31,0.51,19.0,137,0,0.1,0,False,,,,0,328,0,2,,0,30.4,1,0,430,225,0,663,a,283,0.3,3.17
185,Robert Sánchez,48,GKP,Chelsea,0.0,1.18,8,0.00,300,Sánchez,4,2080527,13.4,17,0.0,-3,247,1,0,1530,,183,3.9,0.0,2.8,2.8,7,45.8,0,1.42,200.0,66,26,2,147,0.01,0.0,0,2023-08-05,15,19,3.47,8,69,1.0,63,667,998247,13.8,8,,True,,0.01,0.24,0.0,3,0,0.5,3,False,,,,0,655,0,20,,0,459.0,4,0,56,31254,59,109959,a,12,2.3,24.13
187,Tosin Adarabioyo,42,DEF,Chelsea,0.01,1.16,57,0.30,572,Tosin,1,42416,0.3,7,19.0,3,103,0,0,621,,330,2.4,0.04,3.0,3.0,3,17.3,0,1.55,241.0,22,306,0,125,0.07,0.05,1,2024-07-01,33,261,0.0,109,119,1.01,108,356,37104,5.2,96,,True,,0.37,0.29,20.0,116,0,0.6,-3,False,,,,0,324,0,8,,0,132.2,2,0,192,5883,0,3141,a,141,2.5,10.72
189,Wesley Fofana,44,DEF,Chelsea,0.01,1.06,108,0.40,508,W.Fofana,6,83388,0.3,12,70.0,1,133,0,0,1015,,264,1.6,0.04,0.0,0.0,2,28.7,0,1.24,73.0,19,314,0,532,0.15,0.05,0,2022-08-31,217,209,0.0,82,66,1.06,93,249,102857,4.3,81,0.0,True,0.0,0.55,0.09,29.0,118,0,0.0,-1,False,Hamstring injury - Unknown return date,,2024-12-02T00:00:08.059563Z,0,294,0,12,,0,187.2,1,0,321,30,0,946,i,107,0.0,13.99
386,Jadon Sancho,62,MID,Chelsea,0.22,1.26,37,1.00,63,Sancho,1,447609,1.3,9,238.2,3,195,0,4,783,,118,3.5,0.11,4.2,4.2,2,62.1,0,1.44,241.0,45,187,0,71,1.93,0.33,1,2024-08-30,35,201,0.0,70,66,1.03,58,87,381887,7.3,81,100.0,True,100.0,2.93,0.23,192.0,57,0,0.6,-3,False,,,2024-11-07T09:00:07.812014Z,2,92,0,11,,0,193.0,2,0,82,5409,0,18943,a,39,3.7,12.50
560,Pedro Lomba Neto,62,MID,Chelsea,0.18,0.99,109,0.67,67,Neto,6,243168,0.7,9,276.1,3,153,0,2,908,,120,2.1,0.07,1.5,1.5,4,61.7,0,1.36,173.0,34,237,0,281,1.82,0.25,1,2024-08-11,140,219,0.0,72,51,0.89,73,64,302300,5.5,93,100.0,True,100.0,2.49,0.2,170.0,74,0,0.2,-3,False,,,2024-12-09T09:30:06.764738Z,1,112,0,10,4.0,0,170.6,2,0,251,2401,0,5947,a,42,1.0,13.76
575,Caleb Wiley,40,DEF,Chelsea,0.0,0.0,187,0.00,641,Wiley,0,0,0.0,0,0.0,0,0,0,0,0,,530,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,613,0,465,0.00,0.0,0,,166,530,0.0,188,185,0.0,171,510,3713,0.0,188,0.0,False,0.0,0.00,0.0,0.0,209,0,0.0,0,False,Loaned to Strasbourg,,2024-08-13T07:07:06.645739Z,0,474,0,0,,0,0.0,0,0,536,0,0,29,u,183,0.0,0.00
581,Filip Jørgensen,42,GKP,Chelsea,0.0,1.5,29,0.00,586,Jørgensen,0,13460,0.2,2,0.0,3,13,0,0,180,,405,2.5,0.0,1.3,1.3,0,5.7,0,1.57,58.0,5,352,0,289,0.00,0.0,2,2024-07-30,23,354,3.5,32,54,1.0,42,553,31569,1.2,31,100.0,True,100.0,0.00,0.0,0.0,51,0,0.2,-3,False,,,2024-11-21T08:30:09.544798Z,0,523,0,3,,0,56.8,0,0,177,1668,7,808,a,37,0.8,3.14
621,João Félix Sequeira,60,MID,Chelsea,0.1,1.04,123,2.24,77,João Félix,2,159554,0.5,3,93.9,5,73,0,1,347,,249,1.9,0.58,1.7,1.7,0,30.7,0,1.49,173.0,19,266,0,256,0.39,0.68,1,2024-08-21,124,319,0.0,126,133,0.78,91,211,157422,3.2,148,,True,,2.63,0.26,132.0,83,0,0.2,-5,False,,,,1,138,0,4,,0,83.2,1,0,281,1031,0,1431,a,51,1.2,5.76
695,Samuel Rak-Sakyi,45,MID,Chelsea,0.0,0.0,286,0.00,449,Rak-Sakyi,0,130,0.0,0,0.0,0,0,0,0,0,,649,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,702,0,610,0.00,0.0,0,2024-10-23,258,649,0.0,283,284,0.0,279,644,57,0.0,283,,True,,0.00,0.0,0.0,315,0,0.0,0,False,,,,0,629,0,0,,0,0.0,0,0,655,32,0,21,a,279,0.0,0.00
696,Tyrique George,45,MID,Chelsea,0.0,0.0,289,0.00,452,George,0,288,0.0,0,0.0,0,0,0,0,0,,652,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,688,0,613,0.00,0.0,0,2024-04-15,261,652,0.0,286,287,0.0,282,647,124,0.0,286,,True,,0.00,0.0,0.0,305,0,0.0,0,False,,,,0,632,0,0,,0,0.0,0,0,658,77,0,51,a,282,0.0,0.00
697,Josh Acheampong,40,DEF,Chelsea,0.0,0.0,206,0.00,668,Acheampong,0,1273,0.0,0,0.0,0,0,0,0,0,,550,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,639,0,487,0.00,0.0,0,2024-03-10,186,550,0.0,206,204,0.0,193,531,451,0.0,206,,True,,0.00,0.0,0.0,216,0,0.0,0,False,,,,0,498,0,0,,0,0.0,0,0,557,263,0,175,a,208,0.0,0.00
11,Eddie Nketiah,59,FWD,Crystal Palace,0.07,1.57,37,1.49,82,Nketiah,3,169320,0.5,6,117.1,1,76,0,1,575,,230,1.5,0.23,1.5,0.5,0,35.8,0,1.3,241.0,19,268,0,277,0.46,0.3,0,2024-08-30,30,343,0.0,29,24,0.94,30,185,177512,3.2,32,100.0,True,100.0,1.95,0.16,177.0,44,0,0.2,-1,False,,,2024-11-08T15:00:07.256448Z,0,107,0,10,,0,66.0,1,0,342,1482,0,3285,a,22,1.0,8.28
159,Trevoh Chalobah,44,DEF,Crystal Palace,0.03,1.1,4,1.20,483,Chalobah,1,136113,0.9,12,59.0,1,216,0,0,1060,,153,4.5,0.1,5.7,0.0,5,51.6,0,1.32,241.0,54,213,3,24,0.35,0.13,10,2024-08-30,9,97,0.0,41,71,1.02,13,266,67538,12.3,37,100.0,True,0.0,1.55,0.25,146.0,84,0,1.2,-1,False,Ineligible to face his parent club on 4/1. - Expected back 15 Jan,,2025-01-02T10:30:08.548907Z,3,129,0,13,,0,309.0,3,0,32,29660,0,15366,n,89,5.2,15.50
190,Naouirou Ahamada,45,MID,Crystal Palace,0.0,0.0,261,0.00,401,Ahamada,0,6178,0.1,0,0.0,0,0,0,0,0,,617,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,453,0,574,0.00,0.0,0,,229,617,0.0,257,259,0.0,253,612,33897,0.0,257,0.0,False,0.0,0.00,0.0,0.0,165,0,0.0,0,False,Loaned to Rennes,,2024-08-31T06:25:25.419519Z,0,594,0,0,,0,0.0,0,0,624,0,0,163,u,244,0.0,0.00
193,Cheick Doucouré,49,MID,Crystal Palace,0.02,1.48,172,0.38,266,C.Doucouré,1,12204,0.1,3,22.4,1,51,0,1,305,,376,1.3,0.11,1.3,0.3,0,8.5,0,1.68,132.0,14,514,0,307,0.08,0.13,1,2022-07-11,154,375,0.0,184,191,0.89,172,347,18182,2.9,175,100.0,True,100.0,0.46,0.0,21.0,199,0,0.2,-1,False,,,2024-09-14T18:00:06.266238Z,0,320,0,5,,0,41.8,0,0,363,98,0,164,a,173,0.8,5.68
194,Chris Richards,44,DEF,Crystal Palace,0.0,1.86,107,0.12,506,C.Richards,1,6746,0.1,6,6.1,1,41,0,0,533,,360,1.6,0.02,0.9,-0.1,0,10.7,0,1.77,229.0,13,443,0,348,0.02,0.02,2,2022-07-27,114,307,0.0,121,140,1.01,126,409,18080,3.0,111,100.0,True,100.0,0.14,0.17,8.0,158,0,0.1,-1,False,,,2024-09-27T15:30:06.509919Z,0,364,0,11,,0,92.4,1,0,320,184,0,206,a,106,0.4,10.51
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,0.02,2.0,149,0.00,566,Chadi Riad,0,2060,0.0,1,1.3,2,3,0,0,90,,446,1.0,0.0,0.4,-0.5,0,2.0,0,1.39,145.0,1,531,0,521,0.02,0.02,0,2024-07-02,211,414,0.0,153,156,1.0,217,434,13449,0.2,147,75.0,True,100.0,0.02,0.0,0.0,188,0,0.0,-2,False,,,2024-08-28T16:30:04.488064Z,0,540,0,2,,0,18.2,0,0,416,63,0,43,a,137,0.0,1.39
196,Nathaniel Clyne,43,DEF,Crystal Palace,0.03,2.14,104,0.01,530,Clyne,1,7463,0.1,4,36.0,2,34,0,0,378,,372,1.6,0.0,0.5,-0.5,0,9.2,0,2.13,241.0,13,444,0,508,0.13,0.03,0,2020-10-14,203,361,0.0,125,97,0.95,133,308,12271,3.0,125,,True,,0.14,0.24,5.0,159,0,0.0,-2,False,,,,0,384,0,9,,0,51.8,1,0,317,183,0,394,a,111,0.0,8.95
197,Malcolm Ebiowei,45,MID,Crystal Palace,0.0,0.0,254,0.00,390,Ebiowei,0,0,0.0,0,0.0,0,0,0,0,0,,608,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,696,0,565,0.00,0.0,0,,222,608,0.0,250,252,0.0,246,603,467,0.0,250,0.0,False,0.0,0.00,0.0,0.0,311,0,0.0,0,False,Season long loan to Oxford United,,2024-08-06T17:23:26.723638Z,0,585,0,0,,0,0.0,0,0,615,0,0,0,u,236,0.0,0.00
199,Eberechi Eze,66,MID,Crystal Palace,0.15,1.08,32,3.91,39,Eze,1,1103404,7.7,15,417.6,4,245,0,2,1251,2.0,30,3.6,0.28,3.5,2.5,6,105.6,0,1.27,241.0,54,47,1,104,2.05,0.43,10,2020-08-28,52,129,0.0,22,23,1.08,22,28,3582823,8.2,46,100.0,True,100.0,5.96,0.29,368.0,14,0,0.5,-4,False,,1.0,2024-12-20T16:45:59.233673Z,2,38,0,15,1.0,0,271.8,4,0,75,54416,0,24837,a,20,3.0,17.68
200,Marc Guéhi,45,DEF,Crystal Palace,0.02,1.44,37,1.25,375,Guéhi,5,624669,5.6,18,106.6,0,226,0,1,1620,,94,2.9,0.07,0.0,0.7,5,70.9,0,1.48,241.0,53,72,1,243,0.43,0.09,0,2021-07-18,81,17,0.0,17,46,1.0,17,193,768935,11.8,3,0.0,True,100.0,1.68,0.22,128.0,25,0,0.3,0,False,,,2024-12-27T00:30:09.395954Z,2,142,0,26,,0,475.0,4,2,132,8415,0,39199,a,68,1.2,26.60
201,Dean Henderson,45,GKP,Crystal Palace,0.0,1.42,14,0.01,369,Henderson,2,969732,11.6,19,10.0,0,216,1,0,1710,,169,3.4,0.0,2.9,1.9,4,48.9,0,1.45,241.0,64,31,2,139,0.01,0.0,2,2023-08-31,14,16,3.0,6,9,1.0,1,396,1404992,14.2,6,,True,,0.02,0.21,4.0,7,0,0.5,0,False,,,,0,394,0,27,,0,475.4,4,0,88,52333,57,49738,a,15,2.4,27.54
202,Rob Holding,43,DEF,Crystal Palace,0.0,0.0,221,0.00,544,Holding,0,3067,0.1,0,0.0,2,0,0,0,0,,569,0.0,0.0,0.5,-0.5,0,0.0,0,0.0,241.0,0,469,0,513,0.00,0.0,0,2023-09-01,206,569,0.0,221,220,0.0,211,559,8231,0.0,221,,True,,0.00,0.0,0.0,169,0,0.0,-2,False,,,,0,532,0,0,,0,0.0,0,0,576,97,0,179,a,119,0.0,0.00
203,Will Hughes,49,MID,Crystal Palace,0.13,1.41,105,0.68,239,Hughes,7,10516,0.1,12,303.2,1,159,0,3,1086,,133,2.1,0.06,3.5,3.7,3,57.4,0,1.56,241.0,36,477,0,50,1.57,0.19,4,2021-08-28,24,177,0.0,79,45,0.99,136,58,9051,7.3,68,75.0,True,100.0,2.25,0.25,55.0,176,0,0.9,-1,False,,,2024-12-27T02:30:09.403097Z,0,249,0,17,2.0,0,216.2,3,0,243,2405,0,789,a,151,4.2,18.78
205,Daichi Kamada,51,MID,Crystal Palace,0.1,2.01,175,0.62,182,Kamada,2,13716,0.1,8,189.3,4,92,0,0,718,,221,1.3,0.08,1.5,0.5,0,37.9,0,1.67,108.0,19,440,0,274,0.76,0.18,1,2024-07-01,134,285,0.0,112,83,1.0,126,119,59071,3.7,128,100.0,True,100.0,1.38,0.13,75.0,162,0,0.2,-4,False,,,2024-11-09T20:00:07.600072Z,0,218,1,16,5.0,0,112.4,1,0,366,91,0,250,a,111,1.0,13.30
206,Jefferson Lerma Solís,48,MID,Crystal Palace,0.09,1.35,154,0.62,291,Lerma,4,6397,0.1,11,92.6,2,142,0,0,1002,,220,1.5,0.06,2.7,1.7,0,38.2,0,1.28,48.0,23,512,0,161,1.01,0.15,2,2023-07-01,70,216,0.0,111,135,0.99,103,213,8801,4.8,91,100.0,True,100.0,1.63,0.18,112.0,197,0,0.5,-2,False,,,2024-10-27T22:00:06.083970Z,0,165,0,15,,0,175.6,2,0,335,331,0,379,a,191,2.2,14.24
207,Jean-Philippe Mateta,72,FWD,Crystal Palace,0.06,1.39,18,5.49,24,Mateta,2,605684,3.0,17,231.6,3,203,0,1,1422,1.0,73,3.1,0.35,2.3,1.3,9,81.2,0,1.47,73.0,59,112,1,197,0.89,0.41,2,2022-01-31,25,170,0.0,18,5,1.08,17,90,914476,8.2,20,,True,,6.38,0.19,358.0,19,0,0.2,-3,False,,,,4,41,0,22,,0,225.2,3,0,124,13174,0,39903,a,9,1.8,23.19
208,Matheus França de Oliveira,44,MID,Crystal Palace,0.0,0.0,241,0.00,518,M.França,0,122052,0.3,0,0.0,1,0,0,0,0,,586,0.0,0.0,0.0,0.0,0,0.0,0,0.0,30.0,0,311,0,540,0.00,0.0,0,2023-08-05,208,586,0.0,237,239,0.0,231,580,108236,0.0,237,0.0,True,0.0,0.00,0.0,0.0,98,0,0.0,-1,False,Groin Injury - Expected back 04 Jan,,2024-09-27T15:30:06.533416Z,0,559,0,0,,0,0.0,0,0,593,88,0,1850,i,309,0.0,0.00
209,Remi Matthews,39,GKP,Crystal Palace,0.0,0.0,40,0.00,688,Matthews,0,32120,0.6,0,0.0,1,0,0,0,0,,489,0.0,0.0,0.5,-0.5,0,0.0,0,0.0,241.0,0,247,0,418,0.00,0.0,0,2021-07-13,34,489,0.0,40,16,0.0,3,464,69458,0.0,40,,True,,0.00,0.0,0.0,40,0,0.0,-1,False,,,,0,423,0,0,,0,0.0,0,0,497,1330,0,1642,a,66,0.0,0.00
210,Tyrick Mitchell,48,DEF,Crystal Palace,0.14,1.41,35,0.34,308,Mitchell,2,180185,1.8,19,331.8,2,247,0,3,1654,,84,3.0,0.02,5.3,4.3,3,74.8,0,1.46,241.0,57,151,1,31,2.56,0.16,2,2019-12-15,12,74,0.0,13,9,1.03,62,46,237093,11.9,29,,True,,2.90,0.27,73.0,60,0,1.0,-2,False,,,,0,224,0,26,,0,339.0,5,0,128,9762,0,15167,a,36,4.8,26.80
211,Daniel Muñoz,47,DEF,Crystal Palace,0.06,1.29,23,3.35,331,Muñoz,5,606685,4.7,18,267.4,3,194,0,2,1534,,49,3.3,0.2,3.7,2.7,3,92.7,0,1.38,48.0,59,84,1,86,0.94,0.26,2,2024-01-30,25,55,0.0,6,12,1.06,1,69,539190,12.6,19,100.0,True,100.0,4.29,0.23,288.0,30,0,0.7,-3,False,,,2024-12-16T09:30:06.692125Z,2,53,0,22,,0,371.0,4,0,99,43008,0,39788,a,45,3.2,23.51
212,David Ozoh,45,MID,Crystal Palace,0.0,0.0,279,0.00,441,Ozoh,0,0,0.0,0,0.0,0,0,0,0,0,,641,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,703,0,603,0.00,0.0,0,,251,641,0.0,275,277,0.0,271,637,301,0.0,275,0.0,False,0.0,0.00,0.0,0.0,316,0,0.0,0,False,Season long loan to Derby County,,2024-07-26T08:51:53.649693Z,0,621,0,0,,0,0.0,0,0,648,0,0,4,u,271,0.0,0.00
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0.0,0.0,256,0.00,392,Rak-Sakyi,0,755,0.0,0,0.0,0,0,0,0,0,,610,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,561,0,567,0.00,0.0,0,,224,610,0.0,252,254,0.0,248,605,19370,0.0,252,0.0,False,0.0,0.00,0.0,0.0,226,0,0.0,0,False,Loaned to Sheffield United,,2024-08-20T12:16:48.741122Z,0,587,0,0,,0,0.0,0,0,617,0,0,59,u,238,0.0,0.00
214,Jeffrey Schlupp,46,MID,Crystal Palace,0.08,2.87,203,0.17,342,Schlupp,0,9186,0.1,0,32.6,4,40,0,0,94,,367,1.0,0.16,0.7,-0.3,0,9.9,-1,1.46,81.0,11,492,0,399,0.08,0.24,0,2017-01-13,190,407,0.0,179,181,0.0,144,318,14959,2.4,191,,True,,0.25,0.0,46.0,185,0,0.0,-4,False,,,,0,260,0,3,,1,21.8,0,0,436,350,0,342,a,221,0.2,1.53
